50 596
28 30 10
28 31 4
28 32 5
28 35 10
28 39 3
28 40 9
28 41 8
28 42 7
28 44 1
28 48 3
29 30 8
29 31 5
29 33 7
29 35 7
29 36 7
29 38 1
29 39 7
29 41 1
29 43 10
29 44 2
29 45 3
29 46 1
29 48 9
29 49 7
30 32 6
30 33 3
30 34 6
30 35 9
30 39 3
30 42 8
30 45 9
30 49 6
31 33 10
31 34 5
31 35 5
31 37 8
31 39 5
31 40 6
31 42 9
31 43 1
31 46 3
31 49 9
32 34 4
32 40 8
32 41 10
32 42 2
32 43 2
32 44 3
32 45 7
32 46 8
32 47 4
32 49 6
33 34 1
33 36 1
33 38 1
33 39 2
33 45 4
33 46 5
33 47 5
34 39 3
34 41 9
34 43 2
34 44 5
34 46 2
35 41 3
35 44 7
35 45 1
35 47 7
35 48 1
35 49 1
36 39 7
36 40 1
36 42 3
36 44 10
36 45 4
36 46 1
36 47 3
37 39 1
37 40 8
37 41 1
37 44 7
37 46 9
37 47 2
37 48 9
38 39 7
38 40 2
38 41 2
38 43 8
38 45 10
38 46 1
38 48 1
38 49 1
39 40 4
39 41 10
39 42 1
39 43 6
39 44 4
39 46 2
39 47 9
40 43 6
40 45 2
40 46 7
41 44 2
41 45 7
41 46 4
41 47 10
42 45 3
42 47 1
43 44 5
43 45 4
43 46 2
43 47 8
43 48 1
44 45 5
44 48 4
45 48 7
45 49 7
46 47 7
47 49 7
