150 5591
6 40 3
6 43 10
6 53 8
6 54 1
6 57 8
6 58 4
6 60 8
6 61 1
6 67 7
6 69 9
6 72 10
6 73 3
6 75 3
6 82 1
6 84 3
6 86 5
6 92 9
6 93 9
6 94 8
6 98 10
6 99 7
6 102 3
6 103 4
6 104 2
6 106 5
6 107 9
6 108 10
6 110 10
6 111 1
6 115 7
6 117 7
6 118 4
6 119 5
6 120 6
6 121 6
6 123 9
6 124 7
6 125 1
6 128 10
6 132 7
6 133 9
6 134 9
6 135 6
6 137 2
6 141 8
6 143 3
6 144 1
6 146 9
6 148 8
6 149 9
7 9 9
7 10 7
7 12 4
7 14 10
7 15 1
7 16 6
7 17 7
7 19 7
7 20 9
7 22 3
7 23 5
7 24 3
7 25 4
7 29 3
7 32 10
7 35 5
7 39 10
7 41 2
7 42 6
7 43 2
7 45 4
7 47 3
7 48 3
7 50 5
7 51 2
7 54 6
7 57 1
7 59 8
7 65 2
7 66 2
7 67 5
7 68 7
7 69 5
7 70 9
7 71 4
7 72 2
7 74 4
7 75 1
7 77 2
7 79 8
7 80 2
7 86 5
7 87 5
7 88 8
7 95 3
7 97 6
7 99 8
7 100 8
7 102 9
7 111 8
7 114 9
7 115 2
7 117 7
7 118 9
7 119 7
7 122 9
7 123 7
7 125 8
7 127 9
7 128 4
7 129 6
7 130 1
7 134 7
7 135 3
7 136 5
7 139 5
7 141 7
7 142 2
7 143 7
7 145 3
7 146 9
7 147 5
7 149 6
8 10 10
8 11 3
8 13 3
8 14 8
8 15 1
8 16 8
8 17 4
8 18 6
8 19 3
8 21 6
8 22 9
8 27 6
8 29 8
8 30 5
8 36 9
8 37 2
8 38 7
8 39 1
8 44 1
8 46 10
8 49 1
8 50 1
8 51 9
8 52 1
8 53 9
8 55 8
8 58 7
8 62 3
8 63 8
8 64 5
8 68 9
8 70 4
8 73 4
8 80 9
8 81 9
8 82 3
8 83 7
8 84 3
8 85 7
8 87 5
8 88 5
8 89 10
8 91 9
8 96 1
8 100 3
8 103 10
8 104 4
8 105 9
8 106 1
8 107 6
8 109 2
8 112 1
8 113 5
8 114 8
8 115 5
8 117 5
8 118 4
8 119 4
8 120 2
8 121 5
8 125 8
8 126 10
8 128 9
8 133 6
8 135 7
8 136 3
8 139 5
8 142 3
8 143 4
9 12 2
9 13 2
9 14 3
9 15 9
9 16 9
9 18 2
9 19 4
9 20 2
9 21 7
9 23 5
9 27 3
9 28 4
9 30 5
9 31 3
9 32 5
9 36 10
9 37 7
9 38 6
9 40 9
9 41 1
9 42 10
9 44 8
9 46 6
9 48 9
9 50 1
9 53 1
9 54 6
9 55 6
9 60 1
9 61 7
9 65 7
9 68 7
9 70 10
9 72 4
9 73 1
9 75 6
9 76 7
9 77 10
9 78 6
9 79 7
9 81 7
9 83 2
9 84 2
9 89 8
9 90 5
9 93 10
9 95 8
9 96 2
9 97 3
9 98 6
9 103 10
9 104 3
9 105 10
9 106 5
9 107 8
9 109 1
9 110 9
9 113 6
9 115 2
9 116 1
9 117 2
9 119 10
9 120 7
9 122 10
9 124 7
9 129 6
9 130 3
9 133 6
9 134 1
9 136 7
9 141 8
9 142 5
9 145 6
9 147 4
10 12 6
10 14 1
10 15 2
10 16 6
10 17 1
10 18 3
10 23 8
10 25 5
10 26 1
10 29 5
10 30 7
10 31 5
10 35 7
10 37 5
10 38 2
10 43 7
10 47 2
10 48 5
10 50 10
10 52 8
10 54 3
10 55 3
10 57 4
10 59 9
10 62 10
10 64 9
10 68 6
10 71 4
10 72 7
10 74 1
10 75 5
10 80 5
10 84 8
10 86 2
10 87 6
10 89 3
10 90 7
10 92 3
10 93 2
10 94 5
10 96 5
10 98 10
10 99 8
10 101 1
10 103 6
10 104 3
10 107 9
10 108 10
10 109 7
10 118 1
10 119 6
10 120 4
10 122 9
10 124 1
10 128 7
10 129 10
10 135 5
10 138 1
10 140 6
10 144 1
10 146 7
10 148 2
10 149 9
11 12 9
11 13 7
11 14 10
11 16 10
11 20 4
11 23 10
11 24 9
11 27 2
11 29 5
11 36 8
11 37 10
11 42 5
11 44 3
11 46 7
11 48 10
11 51 8
11 52 3
11 53 7
11 54 7
11 55 8
11 56 10
11 58 7
11 63 5
11 64 5
11 66 5
11 67 6
11 68 2
11 69 8
11 70 2
11 71 8
11 72 10
11 74 5
11 76 4
11 77 2
11 79 9
11 81 4
11 83 8
11 84 3
11 85 3
11 89 1
11 90 2
11 91 4
11 92 6
11 95 10
11 98 10
11 102 4
11 103 5
11 105 7
11 107 7
11 110 2
11 113 3
11 115 6
11 117 4
11 120 3
11 123 9
11 124 5
11 125 1
11 126 3
11 127 2
11 130 1
11 132 2
11 135 2
11 136 6
11 140 4
11 142 6
11 149 9
12 13 10
12 20 5
12 24 4
12 26 4
12 28 2
12 29 10
12 30 1
12 31 8
12 33 1
12 38 8
12 39 2
12 40 7
12 41 1
12 44 2
12 45 5
12 47 1
12 48 7
12 54 5
12 55 5
12 57 3
12 59 10
12 60 7
12 61 2
12 63 6
12 64 9
12 67 2
12 68 6
12 70 9
12 75 3
12 76 6
12 78 9
12 79 7
12 80 3
12 81 5
12 82 5
12 86 10
12 89 7
12 93 4
12 94 6
12 96 10
12 98 8
12 101 10
12 104 10
12 105 3
12 107 1
12 110 4
12 116 10
12 118 3
12 121 4
12 122 7
12 127 6
12 129 2
12 131 6
12 134 1
12 137 9
12 138 4
12 139 9
12 140 6
12 141 1
12 142 9
12 143 5
12 148 5
13 17 7
13 19 4
13 20 8
13 21 3
13 22 1
13 23 1
13 24 8
13 27 6
13 29 1
13 32 4
13 33 9
13 34 2
13 35 6
13 39 8
13 40 6
13 42 5
13 44 6
13 45 10
13 46 7
13 49 2
13 51 5
13 54 3
13 55 2
13 58 7
13 59 5
13 61 2
13 63 10
13 67 5
13 68 10
13 70 8
13 71 7
13 73 9
13 76 8
13 78 5
13 79 9
13 80 2
13 83 4
13 87 6
13 88 7
13 89 8
13 92 7
13 94 6
13 95 3
13 100 9
13 102 5
13 105 7
13 110 1
13 111 6
13 115 2
13 116 8
13 117 9
13 118 4
13 123 2
13 124 5
13 125 6
13 128 7
13 130 4
13 133 2
13 134 5
13 135 6
13 136 9
13 139 6
13 141 5
13 142 2
13 143 5
13 145 6
13 147 5
14 15 6
14 18 10
14 19 1
14 20 6
14 22 10
14 23 4
14 24 10
14 29 10
14 30 4
14 35 8
14 36 4
14 37 5
14 38 7
14 40 9
14 42 1
14 49 2
14 50 6
14 51 1
14 55 5
14 57 9
14 58 10
14 62 6
14 66 1
14 68 1
14 70 5
14 73 5
14 75 5
14 76 1
14 78 7
14 82 6
14 84 8
14 85 6
14 87 9
14 88 7
14 90 6
14 93 3
14 94 1
14 96 4
14 97 3
14 98 8
14 101 10
14 102 7
14 103 7
14 104 5
14 106 1
14 109 7
14 113 4
14 114 1
14 116 1
14 118 4
14 122 3
14 123 3
14 128 7
14 130 3
14 132 8
14 134 10
14 138 8
14 139 4
14 140 3
14 142 2
14 144 7
14 146 7
15 17 8
15 18 8
15 19 7
15 20 10
15 23 2
15 24 9
15 25 1
15 26 3
15 29 8
15 35 7
15 36 10
15 38 7
15 39 7
15 40 4
15 41 6
15 42 2
15 46 2
15 48 3
15 49 1
15 52 4
15 53 6
15 54 5
15 58 10
15 60 8
15 65 8
15 66 8
15 67 5
15 68 8
15 70 4
15 72 5
15 74 7
15 79 2
15 80 5
15 82 7
15 85 9
15 87 10
15 88 7
15 90 3
15 91 6
15 93 8
15 96 4
15 100 1
15 101 8
15 105 2
15 106 8
15 107 4
15 108 6
15 109 8
15 110 9
15 111 6
15 112 2
15 113 4
15 115 9
15 116 4
15 117 6
15 118 5
15 120 7
15 121 6
15 122 4
15 123 6
15 124 8
15 129 4
15 130 10
15 131 7
15 132 7
15 133 8
15 134 10
15 135 8
15 136 5
15 137 3
15 138 6
15 139 4
15 140 10
15 143 10
15 144 5
15 145 7
15 147 2
16 17 8
16 18 2
16 22 3
16 23 6
16 25 6
16 26 3
16 29 8
16 31 9
16 33 7
16 34 6
16 36 2
16 37 4
16 44 7
16 46 4
16 47 2
16 51 7
16 52 10
16 54 2
16 58 1
16 60 7
16 61 8
16 67 9
16 71 2
16 74 4
16 76 3
16 79 1
16 82 5
16 83 9
16 84 9
16 89 7
16 90 8
16 94 2
16 95 4
16 96 4
16 97 2
16 99 7
16 101 3
16 102 4
16 103 3
16 104 2
16 105 6
16 106 4
16 107 1
16 109 1
16 110 4
16 112 7
16 116 6
16 118 2
16 119 5
16 120 9
16 123 9
16 124 9
16 125 10
16 127 5
16 128 6
16 130 3
16 132 4
16 134 8
16 137 7
16 138 7
16 140 2
16 141 5
16 142 9
16 143 7
17 18 7
17 23 3
17 25 10
17 26 4
17 27 9
17 28 1
17 29 8
17 32 9
17 33 5
17 34 9
17 35 10
17 41 10
17 42 1
17 43 4
17 44 8
17 45 5
17 46 5
17 47 6
17 48 6
17 52 6
17 54 1
17 56 8
17 57 8
17 58 2
17 60 2
17 61 4
17 63 8
17 64 8
17 68 7
17 69 7
17 72 8
17 74 3
17 78 2
17 81 7
17 83 10
17 84 6
17 86 3
17 89 9
17 92 5
17 95 2
17 96 1
17 97 9
17 98 5
17 99 2
17 100 10
17 101 8
17 103 3
17 105 9
17 106 1
17 110 1
17 116 10
17 118 9
17 123 9
17 125 1
17 126 4
17 127 1
17 130 6
17 132 6
17 134 3
17 136 10
17 137 3
17 141 10
17 143 5
17 144 10
17 146 10
17 147 9
17 148 8
17 149 9
18 20 9
18 23 8
18 24 2
18 26 5
18 27 4
18 29 4
18 30 3
18 32 10
18 33 4
18 35 7
18 37 6
18 39 8
18 41 3
18 43 8
18 44 6
18 46 1
18 47 3
18 48 8
18 50 9
18 53 10
18 54 4
18 55 10
18 56 6
18 58 7
18 62 6
18 63 5
18 64 8
18 65 10
18 67 6
18 68 10
18 70 1
18 73 6
18 75 2
18 77 3
18 79 1
18 82 3
18 83 6
18 86 3
18 87 9
18 90 9
18 92 2
18 93 2
18 94 2
18 95 2
18 103 8
18 107 2
18 108 5
18 111 10
18 112 9
18 113 4
18 119 4
18 122 9
18 127 10
18 128 2
18 129 6
18 130 6
18 131 9
18 136 5
18 138 9
18 141 3
18 142 3
18 144 5
18 147 2
19 21 5
19 25 2
19 26 3
19 27 5
19 28 9
19 30 7
19 33 3
19 36 3
19 41 4
19 42 1
19 44 2
19 47 6
19 49 10
19 50 2
19 53 4
19 54 9
19 55 4
19 56 7
19 58 3
19 59 5
19 60 6
19 63 9
19 65 4
19 67 5
19 68 2
19 69 8
19 70 10
19 76 6
19 77 10
19 78 2
19 80 3
19 81 4
19 82 2
19 85 3
19 89 6
19 90 10
19 91 3
19 93 1
19 95 2
19 96 4
19 98 4
19 100 5
19 102 7
19 104 8
19 107 9
19 108 4
19 109 3
19 110 7
19 111 7
19 115 6
19 119 8
19 121 9
19 122 4
19 123 10
19 126 1
19 131 8
19 133 8
19 134 3
19 135 8
19 137 3
19 139 6
19 141 9
19 142 6
19 143 8
19 147 2
19 148 8
19 149 10
20 21 10
20 24 1
20 25 3
20 26 3
20 27 7
20 30 8
20 31 10
20 32 9
20 33 7
20 34 7
20 38 6
20 40 4
20 41 2
20 42 3
20 43 8
20 46 1
20 48 10
20 49 2
20 50 4
20 52 6
20 53 9
20 55 2
20 56 8
20 59 3
20 61 9
20 65 9
20 67 10
20 68 6
20 70 3
20 71 10
20 74 4
20 75 5
20 76 7
20 77 4
20 80 1
20 81 7
20 83 3
20 84 2
20 85 6
20 86 8
20 88 9
20 90 7
20 91 4
20 92 5
20 94 6
20 95 8
20 96 3
20 97 10
20 105 7
20 107 3
20 110 1
20 111 5
20 112 5
20 113 2
20 116 6
20 122 9
20 124 6
20 127 5
20 129 1
20 132 2
20 135 5
20 140 6
20 145 7
20 148 9
20 149 2
21 22 3
21 23 1
21 24 10
21 25 10
21 27 4
21 29 1
21 30 4
21 34 9
21 35 1
21 42 3
21 44 8
21 45 8
21 46 2
21 47 4
21 48 10
21 53 5
21 58 9
21 60 9
21 61 7
21 63 3
21 67 4
21 70 9
21 74 4
21 77 7
21 79 4
21 81 1
21 83 7
21 87 5
21 88 3
21 89 5
21 90 10
21 91 3
21 92 10
21 93 6
21 94 6
21 98 2
21 99 3
21 101 5
21 102 7
21 106 10
21 107 5
21 109 3
21 110 4
21 112 4
21 113 1
21 114 9
21 118 1
21 121 1
21 122 2
21 124 8
21 126 5
21 127 5
21 128 4
21 129 8
21 133 7
21 134 7
21 135 2
21 136 2
21 139 8
21 140 8
21 141 10
21 142 9
21 145 3
21 146 8
21 147 5
21 148 4
21 149 8
22 24 5
22 25 8
22 26 5
22 28 7
22 30 2
22 32 6
22 33 7
22 34 10
22 35 5
22 36 3
22 37 9
22 38 6
22 41 9
22 42 2
22 49 5
22 52 5
22 54 7
22 55 2
22 63 7
22 65 1
22 69 4
22 70 1
22 72 6
22 76 9
22 79 4
22 80 3
22 81 2
22 82 10
22 83 6
22 84 8
22 89 6
22 90 5
22 91 3
22 97 7
22 98 1
22 100 5
22 101 8
22 102 8
22 103 4
22 105 8
22 106 6
22 107 9
22 110 6
22 112 6
22 113 6
22 117 3
22 119 3
22 120 6
22 121 5
22 123 6
22 125 4
22 127 6
22 129 2
22 130 6
22 132 7
22 133 7
22 140 4
22 141 10
22 143 7
22 146 3
22 147 5
23 24 9
23 25 2
23 28 8
23 32 1
23 33 10
23 34 10
23 36 4
23 39 9
23 40 7
23 44 1
23 45 5
23 46 7
23 52 2
23 53 6
23 54 2
23 57 1
23 61 7
23 62 9
23 64 8
23 67 8
23 68 1
23 69 10
23 70 4
23 71 2
23 74 3
23 75 7
23 79 7
23 82 3
23 83 7
23 84 6
23 88 2
23 91 10
23 92 9
23 103 4
23 104 8
23 105 1
23 106 4
23 109 8
23 111 10
23 120 6
23 121 1
23 122 8
23 123 1
23 126 3
23 128 5
23 129 5
23 130 5
23 132 7
23 134 10
23 135 7
23 136 2
23 138 3
23 142 1
23 146 7
23 147 2
23 148 9
24 25 6
24 26 3
24 27 10
24 30 3
24 31 5
24 34 7
24 36 6
24 38 5
24 39 4
24 41 10
24 43 8
24 45 10
24 48 3
24 50 4
24 51 8
24 52 7
24 53 1
24 54 5
24 55 4
24 57 5
24 60 10
24 62 9
24 63 7
24 64 3
24 66 6
24 68 3
24 69 1
24 72 7
24 75 6
24 77 2
24 78 6
24 81 4
24 82 7
24 84 9
24 87 7
24 88 4
24 90 2
24 92 5
24 94 9
24 98 1
24 100 2
24 101 8
24 103 5
24 104 2
24 107 5
24 110 5
24 112 6
24 114 3
24 116 1
24 117 5
24 118 3
24 119 1
24 120 10
24 121 9
24 123 1
24 125 4
24 126 9
24 127 9
24 128 9
24 130 9
24 131 3
24 136 5
24 137 8
24 140 5
24 141 6
24 142 9
24 144 9
24 145 7
24 146 10
24 147 9
24 148 8
24 149 4
25 27 4
25 29 7
25 31 9
25 34 5
25 35 10
25 36 2
25 39 1
25 41 9
25 42 4
25 44 9
25 45 1
25 50 3
25 52 4
25 54 3
25 55 4
25 59 7
25 60 1
25 61 8
25 62 9
25 66 6
25 68 5
25 69 10
25 70 7
25 71 4
25 72 10
25 80 9
25 83 1
25 85 1
25 86 7
25 88 1
25 92 3
25 94 4
25 98 6
25 99 2
25 100 8
25 102 10
25 103 3
25 105 8
25 106 1
25 107 6
25 109 3
25 111 4
25 112 10
25 113 3
25 115 9
25 116 6
25 118 2
25 119 9
25 122 10
25 124 2
25 127 9
25 128 5
25 129 7
25 130 3
25 133 1
25 136 4
25 138 9
25 139 1
25 142 7
25 145 2
25 146 8
25 147 4
26 27 3
26 29 1
26 31 9
26 32 8
26 35 9
26 36 1
26 41 2
26 44 5
26 45 9
26 47 8
26 50 10
26 53 10
26 56 9
26 57 8
26 61 7
26 65 8
26 68 6
26 69 8
26 70 2
26 73 2
26 79 2
26 81 9
26 82 2
26 89 4
26 90 9
26 91 6
26 92 1
26 95 5
26 98 5
26 102 6
26 103 6
26 105 9
26 107 10
26 108 3
26 109 10
26 112 9
26 114 9
26 116 5
26 122 10
26 125 6
26 128 1
26 131 4
26 133 7
26 134 9
26 147 10
26 148 3
27 28 4
27 29 8
27 31 5
27 32 1
27 34 3
27 36 1
27 37 8
27 39 7
27 40 7
27 41 1
27 42 1
27 46 10
27 48 8
27 50 8
27 51 5
27 52 3
27 53 7
27 55 5
27 57 9
27 58 3
27 59 8
27 60 3
27 61 6
27 62 10
27 68 5
27 70 4
27 76 6
27 79 5
27 81 1
27 84 7
27 86 8
27 87 4
27 89 2
27 92 3
27 95 4
27 96 4
27 100 6
27 101 2
27 109 1
27 110 4
27 111 8
27 112 9
27 113 4
27 117 3
27 118 2
27 119 2
27 121 9
27 122 3
27 130 6
27 132 9
27 134 8
27 135 5
27 137 4
27 138 2
27 140 8
27 142 7
27 143 4
27 147 1
28 31 2
28 35 2
28 36 8
28 40 6
28 43 9
28 44 9
28 47 9
28 48 8
28 50 4
28 51 6
28 57 7
28 59 10
28 60 10
28 61 3
28 63 10
28 64 6
28 65 8
28 67 10
28 70 5
28 71 3
28 73 4
28 76 10
28 77 9
28 78 3
28 79 9
28 80 9
28 81 10
28 83 7
28 85 6
28 88 5
28 89 7
28 90 2
28 92 10
28 96 10
28 98 6
28 100 9
28 101 2
28 102 5
28 104 9
28 106 6
28 112 2
28 114 4
28 115 8
28 118 4
28 119 7
28 121 10
28 127 6
28 129 5
28 130 9
28 135 10
28 136 10
28 137 8
28 138 8
28 139 7
28 140 2
28 141 7
28 142 5
28 144 6
28 145 9
28 146 3
28 147 2
28 149 1
29 34 3
29 36 4
29 38 1
29 42 10
29 45 10
29 47 6
29 48 1
29 51 2
29 52 8
29 53 2
29 55 6
29 56 2
29 57 1
29 59 3
29 60 3
29 63 6
29 64 1
29 65 3
29 66 10
29 68 5
29 69 7
29 71 3
29 73 3
29 75 8
29 76 1
29 77 7
29 81 4
29 84 4
29 85 3
29 86 9
29 89 8
29 94 7
29 96 8
29 98 7
29 99 6
29 101 1
29 102 8
29 103 10
29 104 10
29 107 2
29 108 8
29 109 9
29 110 1
29 112 6
29 115 10
29 116 3
29 117 1
29 124 9
29 125 4
29 127 5
29 130 5
29 135 3
29 136 4
29 137 3
29 138 1
29 140 4
29 142 9
29 143 4
29 147 2
29 148 8
30 32 1
30 33 7
30 34 1
30 36 4
30 38 5
30 39 9
30 40 9
30 43 10
30 45 3
30 46 2
30 48 4
30 49 9
30 50 2
30 56 7
30 58 9
30 59 5
30 60 9
30 61 6
30 65 2
30 67 5
30 68 9
30 69 3
30 71 2
30 72 6
30 73 5
30 74 5
30 75 2
30 76 6
30 85 6
30 86 3
30 89 7
30 90 4
30 93 9
30 94 10
30 95 10
30 96 6
30 97 8
30 98 8
30 101 7
30 102 2
30 106 1
30 107 2
30 108 10
30 111 9
30 113 9
30 115 8
30 118 3
30 119 6
30 120 1
30 121 3
30 122 2
30 135 7
30 136 9
30 138 4
30 139 6
30 140 8
30 144 8
30 145 8
30 148 9
31 32 10
31 33 4
31 36 7
31 38 9
31 39 3
31 41 8
31 45 3
31 46 7
31 49 9
31 50 4
31 51 1
31 53 5
31 54 9
31 61 1
31 62 9
31 64 6
31 68 3
31 71 8
31 72 5
31 74 9
31 76 3
31 79 3
31 81 7
31 84 4
31 86 10
31 87 1
31 89 5
31 91 1
31 93 10
31 94 1
31 96 10
31 97 3
31 98 5
31 100 7
31 102 10
31 103 5
31 104 1
31 106 6
31 107 8
31 108 9
31 109 5
31 110 8
31 111 1
31 112 1
31 114 10
31 116 9
31 117 8
31 123 9
31 126 3
31 128 8
31 130 7
31 132 9
31 133 1
31 134 8
31 137 1
31 138 2
31 139 9
31 142 8
31 145 10
31 147 4
31 149 8
32 35 7
32 36 5
32 38 6
32 39 7
32 41 7
32 45 5
32 46 10
32 47 1
32 48 9
32 49 2
32 50 6
32 52 3
32 53 1
32 55 1
32 58 7
32 59 9
32 60 9
32 65 1
32 66 7
32 67 3
32 68 7
32 71 8
32 72 9
32 74 3
32 75 6
32 76 2
32 79 9
32 80 4
32 81 6
32 83 3
32 85 5
32 88 3
32 89 5
32 92 2
32 93 6
32 96 6
32 103 7
32 104 4
32 107 4
32 108 6
32 109 2
32 110 1
32 111 1
32 114 2
32 115 3
32 116 5
32 119 6
32 120 5
32 121 2
32 122 9
32 123 1
32 124 9
32 125 1
32 126 10
32 128 5
32 129 5
32 131 9
32 132 7
32 133 3
32 134 6
32 135 1
32 140 7
32 143 8
32 145 3
32 146 10
32 149 3
33 35 2
33 36 7
33 37 10
33 39 9
33 40 10
33 41 2
33 44 3
33 45 10
33 46 6
33 47 7
33 48 9
33 51 1
33 53 2
33 56 8
33 58 1
33 59 2
33 60 4
33 64 1
33 66 9
33 68 8
33 70 1
33 71 2
33 75 8
33 77 10
33 78 10
33 80 1
33 83 7
33 85 1
33 88 3
33 89 7
33 91 2
33 92 8
33 93 10
33 94 4
33 96 4
33 97 7
33 99 9
33 101 4
33 102 1
33 103 2
33 104 7
33 109 9
33 113 4
33 114 5
33 119 6
33 120 2
33 122 8
33 123 3
33 125 2
33 126 5
33 127 3
33 129 9
33 130 9
33 131 1
33 133 6
33 137 6
33 138 9
33 139 5
33 140 9
33 141 8
33 142 6
33 144 3
33 145 9
33 146 2
33 149 8
34 38 6
34 40 6
34 43 1
34 45 6
34 47 8
34 49 9
34 51 4
34 52 10
34 53 9
34 59 6
34 60 9
34 62 9
34 64 5
34 65 2
34 67 4
34 69 9
34 72 1
34 73 4
34 76 10
34 77 3
34 78 8
34 79 1
34 82 10
34 85 7
34 87 10
34 89 5
34 91 9
34 92 1
34 94 5
34 95 5
34 98 6
34 99 3
34 100 4
34 101 8
34 102 6
34 104 4
34 105 9
34 106 1
34 108 10
34 109 3
34 111 7
34 115 7
34 118 7
34 120 9
34 121 2
34 127 5
34 128 7
34 129 5
34 131 2
34 134 6
34 138 6
34 139 5
34 140 8
34 141 3
34 142 4
34 144 6
34 146 2
34 147 2
35 38 8
35 44 4
35 47 10
35 48 10
35 50 3
35 52 8
35 55 7
35 58 8
35 60 2
35 61 9
35 62 9
35 64 1
35 66 1
35 67 4
35 69 4
35 70 6
35 73 7
35 74 8
35 75 3
35 76 2
35 77 10
35 79 5
35 80 7
35 81 5
35 84 6
35 85 10
35 87 8
35 89 6
35 92 4
35 93 8
35 95 2
35 97 6
35 99 3
35 100 3
35 101 10
35 103 5
35 104 3
35 108 8
35 109 7
35 110 6
35 112 8
35 113 7
35 116 2
35 117 10
35 122 4
35 124 10
