100 2449
11 43 3
11 46 9
11 49 10
11 51 6
11 57 1
11 58 3
11 59 1
11 60 2
11 61 6
11 62 4
11 63 9
11 64 1
11 66 1
11 67 2
11 69 5
11 71 10
11 72 3
11 78 3
11 79 7
11 80 2
11 87 4
11 89 10
11 91 1
11 92 3
11 94 9
12 16 2
12 19 10
12 20 8
12 22 8
12 23 5
12 24 4
12 27 6
12 28 4
12 30 3
12 32 8
12 33 3
12 34 5
12 35 9
12 39 3
12 40 3
12 41 5
12 44 9
12 46 7
12 47 6
12 48 6
12 50 4
12 51 2
12 52 7
12 54 7
12 56 8
12 57 8
12 59 7
12 60 10
12 61 10
12 62 6
12 63 3
12 64 9
12 65 4
12 67 4
12 68 4
12 73 10
12 75 5
12 76 4
12 82 3
12 83 9
12 84 1
12 85 10
12 90 1
12 92 4
12 95 8
12 96 1
12 97 7
12 98 10
12 99 8
13 15 10
13 18 9
13 22 1
13 23 10
13 24 2
13 28 1
13 30 9
13 33 9
13 40 10
13 41 6
13 42 8
13 43 9
13 44 3
13 45 5
13 47 3
13 48 4
13 49 8
13 51 1
13 56 1
13 60 6
13 63 10
13 64 3
13 65 3
13 66 5
13 67 3
13 69 7
13 72 2
13 73 4
13 74 4
13 75 1
13 77 4
13 78 4
13 79 8
13 80 7
13 81 5
13 85 3
13 86 10
13 88 3
13 93 8
13 95 5
13 96 7
13 99 2
14 17 3
14 18 1
14 27 8
14 28 2
14 29 3
14 30 10
14 31 9
14 33 9
14 34 10
14 35 8
14 36 10
14 38 1
14 42 7
14 43 6
14 45 7
14 46 3
14 47 9
14 51 1
14 52 4
14 53 4
14 55 8
14 56 8
14 57 2
14 59 3
14 61 5
14 63 3
14 65 4
14 68 7
14 69 3
14 70 5
14 75 10
14 76 10
14 80 4
14 83 2
14 85 2
14 87 8
14 88 6
14 90 1
14 91 10
14 92 3
14 93 4
14 94 1
14 96 4
14 98 1
14 99 10
15 20 6
15 21 9
15 24 8
15 26 3
15 27 6
15 28 8
15 29 1
15 34 9
15 35 8
15 36 2
15 37 1
15 38 1
15 40 7
15 41 6
15 44 10
15 46 10
15 47 8
15 48 3
15 50 7
15 51 4
15 53 3
15 55 8
15 60 5
15 61 4
15 64 5
15 65 3
15 67 8
15 72 1
15 73 1
15 76 10
15 78 1
15 82 2
15 84 7
15 85 7
15 86 3
15 87 1
15 88 6
15 93 5
15 95 6
15 96 6
15 99 7
16 17 9
16 18 8
16 22 3
16 24 9
16 25 7
16 30 3
16 34 1
16 35 8
16 37 8
16 39 5
16 41 8
16 42 7
16 44 2
16 46 1
16 49 2
16 51 6
16 55 1
16 58 3
16 59 4
16 61 7
16 62 8
16 67 1
16 71 2
16 73 2
16 74 1
16 76 7
16 77 5
16 79 5
16 80 2
16 81 9
16 83 3
16 85 9
16 86 7
16 88 10
16 90 3
16 91 2
16 94 10
16 95 4
16 96 4
17 23 3
17 24 2
17 25 2
17 27 2
17 29 8
17 33 2
17 34 7
17 40 5
17 43 8
17 45 8
17 49 6
17 51 7
17 53 7
17 54 8
17 55 3
17 56 1
17 57 2
17 59 5
17 63 10
17 66 5
17 67 5
17 70 7
17 72 7
17 79 3
17 80 8
17 85 2
17 87 1
17 89 5
17 91 6
17 94 1
17 95 8
17 96 10
17 97 10
17 98 4
17 99 7
18 20 6
18 25 6
18 26 2
18 28 3
18 29 5
18 30 3
18 31 10
18 32 9
18 33 1
18 34 2
18 36 10
18 38 10
18 39 7
18 41 2
18 43 3
18 45 3
18 46 4
18 47 4
18 51 1
18 52 7
18 53 5
18 54 6
18 57 7
18 60 4
18 64 5
18 65 5
18 67 5
18 69 4
18 72 1
18 75 2
18 77 8
18 79 5
18 82 9
18 85 2
18 86 9
18 87 7
18 88 2
18 89 2
18 92 4
18 94 4
18 97 1
18 98 2
19 22 5
19 24 1
19 31 9
19 32 6
19 39 10
19 43 9
19 45 6
19 47 3
19 48 10
19 49 5
19 50 6
19 52 5
19 57 1
19 58 10
19 59 4
19 60 10
19 63 10
19 64 2
19 66 3
19 67 2
19 73 2
19 74 1
19 76 6
19 78 9
19 79 8
19 80 6
19 82 5
19 83 9
19 86 8
19 87 2
19 89 9
19 94 8
19 95 4
19 97 4
19 98 3
19 99 3
20 21 1
20 22 1
20 26 3
20 29 7
20 33 2
20 34 7
20 36 5
20 38 2
20 41 10
20 44 3
20 45 7
20 47 5
20 50 7
20 56 8
20 58 10
20 61 6
20 62 9
20 67 3
20 69 9
20 71 10
20 74 2
20 77 10
20 78 9
20 79 6
20 80 8
20 81 10
20 82 3
20 83 5
20 88 9
20 93 1
20 95 6
20 96 8
20 97 2
20 98 3
20 99 9
21 22 9
21 25 9
21 27 10
21 30 8
21 31 5
21 32 8
21 33 8
21 37 9
21 38 5
21 40 3
21 42 2
21 43 1
21 44 2
21 47 1
21 49 1
21 52 6
21 53 9
21 56 3
21 57 6
21 59 8
21 61 1
21 65 1
21 66 9
21 68 4
21 69 2
21 71 1
21 74 9
21 76 8
21 77 1
21 78 10
21 81 8
21 85 3
21 86 3
21 87 2
21 90 6
21 92 7
21 93 10
21 98 9
22 23 8
22 26 8
22 31 9
22 32 4
22 36 2
22 37 4
22 38 4
22 39 4
22 44 1
22 45 1
22 46 2
22 49 3
22 51 2
22 54 8
22 55 7
22 56 9
22 57 6
22 60 4
22 62 8
22 63 10
22 64 7
22 66 8
22 68 7
22 71 4
22 74 10
22 75 6
22 76 2
22 78 4
22 79 8
22 80 6
22 85 6
22 86 3
22 91 3
22 92 3
22 93 8
22 94 1
22 96 3
22 98 5
23 29 6
23 30 7
23 31 5
23 35 3
23 37 8
23 38 4
23 42 9
23 46 5
23 48 7
23 50 8
23 53 2
23 55 4
23 56 5
23 58 10
23 62 10
23 64 3
23 65 1
23 67 10
23 68 3
23 70 9
23 73 8
23 74 4
23 76 5
23 77 9
23 78 1
23 81 2
23 82 7
23 83 10
23 84 10
23 86 5
23 89 2
23 93 5
23 94 10
23 96 5
23 98 8
24 27 6
24 28 10
24 33 7
24 35 9
24 37 4
24 39 6
24 43 10
24 44 4
24 45 2
24 47 1
24 49 9
24 51 3
24 56 8
24 57 10
24 58 2
24 59 2
24 62 5
24 63 7
24 64 5
24 65 5
24 68 4
24 74 6
24 75 4
24 77 4
24 78 3
24 79 4
24 80 1
24 81 8
24 85 6
24 87 8
24 88 9
24 91 9
24 92 7
24 93 7
24 97 8
24 99 5
25 30 7
25 31 2
25 32 9
25 33 3
25 35 6
25 37 7
25 39 1
25 44 7
25 45 6
25 47 2
25 50 9
25 52 3
25 53 9
25 55 10
25 56 9
25 58 6
25 61 4
25 65 7
25 66 7
25 70 6
25 71 3
25 72 2
25 73 6
25 74 6
25 75 7
25 76 4
25 77 2
25 78 1
25 80 3
25 81 8
25 82 10
25 83 8
25 85 4
25 86 9
25 87 6
25 88 7
25 89 10
25 94 6
25 95 9
25 96 3
25 97 8
25 98 3
25 99 8
26 27 6
26 28 8
26 29 9
26 30 6
26 31 3
26 32 7
26 35 8
26 36 1
26 37 8
26 39 7
26 42 5
26 43 4
26 47 6
26 48 7
26 50 9
26 51 5
26 54 8
26 56 4
26 58 9
26 59 4
26 61 3
26 62 4
26 69 5
26 71 10
26 72 6
26 76 1
26 77 7
26 79 8
26 83 5
26 85 3
26 86 10
26 92 3
26 96 2
26 99 8
27 29 9
27 32 5
27 35 7
27 36 2
27 37 6
27 42 6
27 43 7
27 47 7
27 48 4
27 49 2
27 50 3
27 52 5
27 54 6
27 55 3
27 56 3
27 57 9
27 58 3
27 59 8
27 60 8
27 62 9
27 63 4
27 65 10
27 69 5
27 71 5
27 72 2
27 73 4
27 76 8
27 77 10
27 78 8
27 80 6
27 81 1
27 83 6
27 85 7
27 87 10
27 90 7
27 91 2
27 93 1
27 94 7
27 95 3
27 96 10
28 32 3
28 37 6
28 39 5
28 40 8
28 41 7
28 42 6
28 43 6
28 46 3
28 47 3
28 48 6
28 49 8
28 55 1
28 56 4
28 57 7
28 58 3
28 59 3
28 60 3
28 61 9
28 62 8
28 66 1
28 68 10
28 70 2
28 71 1
28 72 5
28 74 2
28 75 2
28 77 4
28 78 9
28 82 5
28 83 4
28 86 9
28 88 5
28 92 5
28 95 8
28 97 1
28 98 2
29 30 3
29 33 10
29 36 10
29 39 5
29 40 7
29 41 1
29 42 9
29 43 5
29 44 8
29 45 3
29 47 7
29 49 9
29 50 4
29 54 10
29 60 6
29 62 4
29 67 4
29 69 2
29 70 7
29 71 2
29 74 6
29 76 4
29 78 2
29 80 2
29 81 2
29 85 2
29 87 5
29 88 1
29 90 2
29 91 4
29 92 2
29 93 3
29 95 3
29 98 8
29 99 1
30 32 2
30 33 6
30 35 3
30 36 1
30 38 6
30 39 3
30 41 7
30 43 8
30 45 4
30 47 9
30 49 8
30 50 6
30 52 4
30 53 5
30 54 4
30 56 8
30 59 4
30 60 10
30 61 6
30 62 2
30 64 1
30 68 1
30 69 6
30 70 5
30 71 4
30 73 1
30 74 9
30 76 9
30 79 4
30 81 6
30 83 4
30 85 10
30 88 4
30 89 6
30 92 2
30 93 5
30 96 9
30 98 1
30 99 9
31 32 2
31 33 1
31 41 3
31 45 10
31 46 6
31 49 1
31 50 9
31 51 5
31 57 6
31 60 9
31 65 2
31 66 1
31 67 6
31 68 5
31 69 6
31 74 1
31 76 4
31 79 5
31 80 10
31 82 1
31 85 5
31 89 5
31 93 1
31 94 2
31 95 4
31 96 1
31 98 3
32 34 8
32 37 10
32 42 7
32 43 8
32 45 2
32 48 10
32 50 8
32 51 3
32 54 3
32 55 1
32 56 10
32 57 7
32 59 5
32 60 8
32 61 4
32 64 5
32 66 5
32 68 6
32 69 4
32 70 7
32 71 4
32 77 5
32 78 9
32 79 7
32 81 8
32 82 3
32 83 5
32 86 10
32 90 3
32 91 10
32 92 8
32 94 10
32 96 1
32 97 9
32 99 9
33 35 7
33 37 3
33 39 4
33 42 2
33 43 4
33 44 9
33 45 8
33 46 7
33 50 4
33 54 7
33 56 9
33 57 7
33 58 9
33 61 3
33 66 10
33 68 1
33 69 2
33 70 6
33 72 9
33 74 9
33 76 5
33 77 10
33 78 4
33 82 7
33 83 3
33 84 1
33 85 8
33 88 3
33 89 2
33 90 6
33 91 6
33 94 1
33 95 10
33 96 3
33 97 2
33 98 9
34 37 3
34 39 9
34 40 1
34 41 4
34 42 8
34 45 2
34 47 5
34 48 3
34 49 8
34 51 8
34 52 2
34 54 2
34 55 10
34 58 3
34 60 10
34 64 9
34 66 8
34 67 1
34 69 1
34 70 4
34 73 7
34 74 3
34 75 8
34 76 1
34 79 9
34 80 7
34 82 4
34 83 6
34 84 3
34 85 1
34 87 10
34 89 2
34 90 6
34 91 3
34 93 7
34 94 3
34 95 1
34 96 9
35 40 2
35 42 3
35 45 5
35 46 4
35 47 1
35 48 9
35 51 7
35 57 4
35 59 1
35 62 8
35 64 6
35 67 5
35 70 8
35 75 5
35 80 10
35 83 9
35 84 6
35 85 7
35 86 2
35 87 2
35 88 1
35 90 5
35 92 2
35 93 4
35 97 2
35 98 2
36 42 9
36 44 8
36 45 2
36 46 6
36 47 8
36 48 7
36 53 4
36 58 4
36 60 4
36 61 6
36 63 3
36 67 10
36 70 9
36 74 5
36 77 5
36 79 5
36 81 3
36 83 3
36 87 3
36 88 4
36 89 1
36 90 3
36 91 6
36 92 9
36 93 5
36 94 8
36 98 9
36 99 5
37 39 1
37 40 2
37 44 2
37 45 8
37 47 5
37 48 2
37 50 10
37 51 9
37 52 3
37 56 9
37 59 1
37 60 2
37 62 9
37 64 1
37 65 10
37 66 2
37 67 4
37 71 10
37 72 2
37 73 8
37 74 10
37 77 4
37 78 9
37 79 8
37 80 7
37 83 7
37 84 4
37 85 9
37 86 2
37 87 3
37 89 7
37 90 1
37 91 10
37 93 1
37 95 7
37 97 4
37 98 4
37 99 4
38 39 4
38 40 6
38 41 6
38 42 5
38 45 10
38 46 5
38 53 10
38 56 9
38 58 5
38 59 5
38 67 2
38 69 2
38 73 8
38 74 10
38 76 9
38 80 3
38 83 5
38 84 6
38 85 10
38 86 3
38 87 5
38 88 6
38 93 9
38 94 10
38 95 3
39 41 8
39 42 3
39 44 8
39 45 6
39 46 10
39 47 5
39 49 4
39 50 6
39 51 1
39 54 5
39 56 9
39 57 1
39 61 9
39 63 4
39 64 7
39 65 3
39 67 5
39 69 9
39 71 4
39 73 5
39 74 8
39 76 5
39 77 1
39 84 2
39 85 5
39 87 3
39 90 6
39 91 6
39 94 4
39 95 7
39 98 9
40 43 7
40 44 1
40 45 3
40 47 4
40 50 3
40 51 1
40 55 1
40 56 1
40 57 8
40 63 8
40 64 9
40 65 1
40 68 7
40 72 7
40 73 6
40 75 1
40 78 1
40 79 5
40 80 8
40 81 3
40 82 1
40 85 4
40 86 3
40 90 7
40 93 9
40 94 1
40 95 9
40 99 2
41 44 8
41 45 5
41 56 1
41 57 10
41 58 5
41 59 10
41 62 3
41 64 10
41 73 4
41 74 5
41 75 8
41 76 3
41 79 5
41 81 3
41 82 6
41 83 7
41 85 1
41 87 6
41 88 3
41 89 2
41 91 4
41 95 2
41 99 4
42 43 10
42 44 10
42 46 4
42 47 3
42 48 2
42 51 4
42 52 8
42 55 4
42 57 7
42 59 7
42 60 8
42 62 6
42 64 6
42 66 10
42 69 3
42 71 4
42 72 8
42 73 8
42 74 2
42 75 4
42 76 5
42 78 3
42 81 2
42 83 5
42 84 9
42 85 2
42 87 9
42 89 1
42 90 1
42 93 1
42 96 5
42 98 8
42 99 4
43 46 3
43 47 5
43 49 10
43 52 8
43 53 4
43 55 1
43 57 1
43 59 8
43 63 9
43 65 8
43 66 2
43 68 9
43 69 1
43 72 10
43 75 3
43 77 10
43 79 3
43 81 2
43 82 8
43 83 3
43 84 2
43 85 5
43 86 8
43 88 5
43 90 4
43 91 2
43 92 1
43 93 10
43 95 1
43 96 6
44 46 1
44 47 6
44 50 1
44 51 1
44 52 6
44 54 10
44 55 3
44 56 1
44 57 5
44 58 9
44 59 2
44 61 3
44 63 9
44 65 5
44 68 10
44 69 5
44 70 10
44 73 3
44 75 10
44 76 6
44 78 8
44 79 2
44 84 1
44 86 5
44 88 4
44 89 10
44 93 7
44 94 3
44 95 10
44 96 10
45 46 3
45 48 2
45 49 4
45 50 10
45 51 1
45 52 8
45 60 4
45 63 4
45 65 5
45 66 10
45 68 8
45 72 8
45 74 10
45 78 3
45 79 9
45 80 4
45 82 8
45 83 6
45 85 5
45 86 4
45 87 3
45 89 10
45 91 3
45 92 9
45 93 10
45 95 4
45 96 10
45 98 8
45 99 1
46 49 8
46 51 10
46 54 5
46 55 10
46 56 5
46 57 9
46 60 3
46 63 5
46 65 9
46 66 7
46 69 5
46 72 8
46 73 6
46 74 1
46 77 1
46 79 10
46 81 7
46 82 3
46 85 8
46 86 6
46 91 10
46 94 4
46 95 2
46 97 2
47 48 10
47 51 7
47 54 1
47 55 4
47 59 5
47 63 1
47 66 2
47 67 9
47 68 8
47 71 4
47 77 7
47 79 1
47 80 5
47 87 5
47 88 3
47 89 7
47 90 6
47 93 6
47 96 8
48 49 2
48 50 7
48 52 8
48 54 2
48 55 2
48 56 9
48 59 5
48 61 3
48 63 2
48 69 4
48 72 5
48 75 8
48 78 2
48 80 7
48 81 2
48 94 1
48 95 7
48 97 2
48 98 1
49 50 1
49 51 8
49 53 6
49 55 8
49 56 7
49 58 10
49 59 4
49 60 6
49 61 7
49 65 5
49 67 4
49 69 8
49 70 5
49 71 2
49 72 8
49 74 4
49 76 9
49 77 2
49 78 1
49 79 4
49 80 5
49 81 9
49 87 10
49 89 4
49 95 1
49 98 3
50 51 2
50 54 6
50 56 1
50 57 9
50 59 6
50 62 9
50 65 1
50 66 2
50 70 1
50 71 8
50 79 5
50 80 2
50 81 3
50 82 1
50 83 2
50 87 3
50 88 2
50 89 5
50 91 7
50 92 9
51 52 1
51 54 7
51 56 3
51 57 8
51 59 7
51 60 7
51 62 4
51 64 6
51 65 8
51 69 1
51 74 4
51 78 7
51 79 6
51 83 2
51 86 2
51 87 2
51 90 7
51 91 3
51 93 2
51 94 6
52 53 6
52 55 7
52 56 7
52 57 2
52 59 1
52 60 6
52 61 7
52 63 1
52 66 1
52 67 10
52 69 8
52 72 4
52 73 4
52 74 5
52 75 6
52 76 7
52 77 1
52 79 1
52 81 4
52 84 7
52 85 10
52 86 8
52 88 1
52 92 1
52 94 5
52 96 5
52 97 1
52 98 7
53 54 1
53 56 10
53 62 5
53 64 4
53 65 10
53 68 8
53 69 5
53 71 9
53 77 10
53 79 9
53 80 8
53 85 2
53 86 2
53 87 7
53 88 6
53 89 1
53 90 9
53 91 1
53 92 10
53 94 5
53 95 7
53 96 1
53 97 9
53 99 2
54 59 2
54 61 10
54 63 7
54 67 3
54 70 5
54 72 10
54 73 1
54 76 2
54 77 10
54 78 4
54 80 10
54 81 6
54 82 7
54 84 3
54 85 10
54 88 10
54 89 9
54 90 10
54 91 2
54 93 1
54 94 6
54 96 1
54 98 8
55 56 7
55 57 7
55 58 9
55 62 1
55 65 10
55 66 10
55 67 1
55 70 7
55 75 2
55 77 4
55 79 1
55 80 5
55 82 2
55 83 8
55 84 8
55 85 4
55 88 5
55 89 6
55 90 8
55 91 4
55 93 3
55 96 4
55 97 3
55 98 5
56 62 2
56 63 9
56 65 7
56 68 6
56 73 9
56 74 1
56 75 6
56 76 5
56 78 3
56 80 5
56 81 3
56 85 2
56 86 10
56 89 3
56 90 6
56 91 3
56 93 9
56 95 1
56 96 4
56 97 4
57 58 6
57 60 9
57 61 2
57 63 7
57 64 8
57 65 2
57 71 1
57 73 7
57 74 3
57 75 6
57 76 8
57 80 7
57 82 10
57 83 8
57 84 4
57 86 4
57 87 3
57 88 10
57 89 6
57 90 7
57 91 6
58 59 2
58 60 4
58 63 4
58 64 7
58 67 10
58 68 2
58 69 10
58 70 2
58 71 2
58 72 7
58 75 3
58 76 5
58 80 9
58 81 7
58 82 3
58 85 8
58 87 1
58 89 6
58 92 4
58 93 4
58 94 1
58 95 1
58 96 5
59 69 10
59 70 10
59 72 10
59 73 6
59 74 5
59 78 3
59 79 10
59 82 7
59 84 4
59 85 1
59 88 7
59 90 7
59 91 1
59 93 10
59 97 7
59 98 3
60 62 9
60 63 2
60 64 7
60 66 2
60 67 7
60 74 8
60 75 7
60 77 6
60 81 8
60 84 1
60 85 4
60 87 8
60 89 9
60 92 4
60 94 6
60 97 3
60 99 6
61 62 10
61 64 3
61 66 2
61 68 6
61 69 5
61 71 3
61 72 3
61 73 7
61 75 5
61 77 8
61 78 7
61 79 1
61 81 9
61 82 5
61 83 4
61 84 2
61 85 9
61 86 9
61 87 2
61 89 1
61 91 5
61 92 10
61 98 10
62 64 2
62 66 2
62 68 2
62 70 10
62 71 10
62 72 1
62 75 6
62 76 6
62 77 10
62 80 9
62 83 8
62 85 2
62 87 1
62 90 6
62 91 2
62 93 8
62 94 8
62 96 10
63 64 2
63 65 4
63 66 2
63 67 3
63 68 1
63 69 2
63 71 6
63 72 7
63 74 3
63 77 7
63 78 5
63 79 1
63 84 7
63 85 10
63 86 6
63 87 7
63 90 7
63 91 9
63 93 2
63 94 9
63 95 6
63 98 9
63 99 9
64 65 1
64 67 9
64 69 4
64 72 5
64 73 9
64 76 3
64 77 2
64 80 8
64 87 8
64 88 2
64 91 7
64 92 2
64 93 1
64 94 3
64 95 10
64 98 6
64 99 10
65 66 9
65 69 7
65 70 9
65 71 2
65 72 10
65 73 2
65 74 8
65 75 3
65 76 8
65 78 8
65 79 1
65 81 9
65 82 7
65 83 10
65 84 4
65 85 2
65 90 5
65 93 2
65 95 3
65 96 10
65 99 9
66 68 4
66 69 3
66 70 7
66 72 7
66 73 4
66 74 3
66 77 8
66 78 2
66 79 8
66 80 3
66 81 9
66 84 8
66 86 7
66 89 10
66 91 1
66 92 5
66 93 4
66 97 10
66 99 3
67 69 10
67 71 1
67 72 8
67 76 3
67 78 4
67 79 4
67 81 3
67 84 10
67 86 10
67 89 1
67 90 8
67 92 6
67 93 9
67 94 8
67 95 3
67 97 6
67 98 5
68 69 9
68 71 6
68 72 5
68 73 6
68 74 3
68 79 6
68 83 1
68 84 8
68 89 7
68 90 3
68 92 10
68 93 9
68 95 2
68 96 5
68 97 9
68 99 9
69 70 3
69 71 8
69 73 9
69 77 2
69 78 9
69 79 6
69 80 2
69 81 2
69 82 6
69 84 2
69 85 9
69 86 4
69 89 2
69 93 4
69 95 10
69 98 3
70 71 7
70 73 2
70 75 2
70 77 6
70 78 6
70 79 7
70 85 9
70 86 8
70 88 10
70 90 3
70 91 10
70 93 4
70 95 1
70 98 6
70 99 6
71 74 3
71 75 5
71 76 3
71 77 9
71 80 1
71 83 9
71 85 1
71 87 7
71 89 6
71 90 9
71 92 8
71 93 8
71 96 6
71 97 3
71 98 4
71 99 2
72 73 2
72 75 8
72 76 8
72 77 7
72 79 6
72 80 6
72 82 6
72 86 6
72 89 7
72 91 8
72 92 2
72 98 5
72 99 7
73 74 4
73 76 5
73 79 7
73 83 8
73 84 7
73 85 7
73 86 9
73 87 10
73 89 3
73 91 8
73 92 10
73 97 3
74 78 3
74 81 7
74 82 7
74 84 5
74 86 4
74 89 1
74 92 9
74 94 1
74 95 10
74 96 2
74 98 5
75 76 6
75 77 2
75 79 8
75 80 5
75 83 7
75 84 2
75 85 10
75 86 1
75 87 5
75 89 8
75 90 4
75 91 9
75 94 10
75 95 7
75 97 7
75 99 3
76 79 3
76 80 8
76 82 7
76 84 3
76 86 6
76 87 8
76 88 9
76 90 3
76 91 1
76 95 6
76 96 6
76 97 3
76 99 8
77 78 5
77 81 10
77 82 8
77 87 10
77 89 5
