500 996
72 191 2
72 265 7
72 307 7
72 396 7
72 424 9
72 458 9
74 83 8
74 173 3
74 220 5
74 493 8
75 112 3
75 126 9
75 137 3
75 177 10
75 363 10
75 470 2
75 484 5
77 145 5
77 211 8
77 286 7
77 402 5
78 164 8
78 179 3
78 187 9
78 190 2
78 294 4
78 375 9
79 90 5
79 92 1
79 247 6
79 452 3
80 205 6
80 360 1
82 104 4
82 126 7
82 160 6
82 165 9
82 194 7
82 239 3
82 360 2
84 123 9
85 122 10
85 226 1
85 277 6
85 356 6
85 409 6
86 241 9
86 327 6
86 375 8
86 495 3
87 94 5
87 109 10
87 158 4
87 354 9
87 465 5
88 274 4
89 185 5
90 473 4
91 229 6
91 237 1
92 103 7
92 163 10
92 210 5
92 488 4
93 207 5
93 220 3
93 296 1
93 433 8
94 111 4
94 197 8
94 273 5
96 173 1
96 202 1
96 424 7
96 497 4
99 225 5
99 399 9
99 460 9
100 251 10
100 420 8
101 141 4
101 283 7
102 258 8
103 279 2
103 361 5
104 139 6
107 216 1
107 314 10
107 389 3
109 270 8
110 393 10
110 457 9
111 309 5
111 366 9
111 405 10
111 485 4
112 120 7
112 419 9
112 425 9
112 493 2
113 249 3
113 254 7
113 352 9
113 365 5
114 322 8
114 486 8
116 343 10
117 460 6
119 228 3
119 272 4
120 479 5
121 483 4
124 472 6
125 400 5
126 144 4
126 285 5
126 339 8
126 387 2
126 409 5
126 440 7
127 385 3
127 497 2
128 299 3
128 346 6
129 291 7
130 150 10
130 418 6
131 170 10
132 250 3
132 301 7
132 315 4
134 299 2
135 159 5
135 496 4
137 150 5
137 156 2
137 365 10
139 169 8
139 176 1
139 257 9
139 337 5
140 147 1
140 275 6
140 328 3
140 417 8
140 435 4
140 453 10
141 201 5
141 315 1
141 323 6
141 363 10
142 302 2
143 178 6
143 182 4
143 300 3
143 426 8
144 386 5
144 387 9
145 198 6
145 308 7
146 159 6
146 429 9
146 480 8
146 488 6
147 155 5
147 442 7
147 481 3
148 269 9
148 379 2
149 252 8
149 479 4
149 499 8
150 244 3
150 274 7
150 350 10
150 412 2
151 438 2
152 407 10
152 485 2
153 431 2
154 246 5
154 319 8
155 261 1
156 184 4
156 433 4
157 269 7
157 454 5
158 176 1
158 395 6
158 410 6
158 418 10
158 444 10
160 212 4
160 230 7
160 278 3
160 342 9
161 358 10
162 260 7
163 421 2
165 305 4
165 383 5
166 271 10
169 336 6
170 233 8
171 179 8
172 178 6
172 209 4
172 413 3
173 276 10
173 305 8
173 330 6
173 362 3
173 422 10
174 338 9
175 239 4
176 208 10
176 264 9
176 372 5
177 186 9
177 257 7
178 200 4
179 368 1
181 224 9
182 197 2
183 394 1
186 432 4
188 247 4
188 443 10
188 446 7
190 218 10
190 353 4
190 411 1
190 451 8
191 195 8
191 370 10
193 213 4
196 317 1
196 380 7
196 461 1
198 284 5
199 236 8
201 211 2
201 228 6
201 263 8
201 272 2
201 319 6
201 475 1
203 223 1
203 235 4
203 282 4
203 329 2
205 206 2
205 230 5
205 297 9
205 450 1
206 215 1
206 285 2
206 412 1
206 437 10
209 215 2
209 221 1
209 268 9
209 332 7
209 369 2
209 457 10
210 311 4
214 313 4
216 320 2
216 348 6
217 240 1
217 339 8
219 287 6
219 290 4
219 414 9
219 489 1
221 226 6
221 464 5
222 259 7
223 374 7
224 377 9
226 242 2
226 499 6
227 444 4
228 295 1
228 462 5
232 386 8
232 462 9
232 476 3
234 337 7
235 292 9
238 256 1
239 289 8
239 293 1
239 388 4
239 498 7
240 312 6
240 354 8
242 341 10
242 477 6
245 404 4
246 447 9
249 381 6
249 426 10
250 324 4
251 322 9
251 393 10
251 469 1
252 373 1
253 449 2
261 262 8
263 273 10
265 276 9
266 398 4
268 300 2
269 461 8
270 428 3
270 430 1
273 293 2
273 413 2
273 465 10
274 368 1
277 320 1
277 381 5
278 306 7
279 312 4
279 458 6
280 490 10
281 321 2
282 296 7
283 415 4
284 473 6
286 397 10
287 456 9
290 330 4
290 351 6
291 367 8
293 388 4
295 442 6
295 463 8
296 316 5
296 359 5
296 438 6
299 411 7
303 427 2
303 486 4
306 496 7
307 429 4
310 321 9
312 355 7
318 459 1
319 466 7
320 328 7
328 439 3
332 404 9
333 371 8
333 420 2
333 491 7
334 344 3
335 345 5
340 369 1
340 487 6
341 410 9
344 350 2
348 359 4
353 483 7
354 476 10
355 362 3
355 403 6
358 364 10
361 416 6
361 481 2
363 480 7
364 434 2
370 400 4
372 427 6
377 378 2
380 467 9
383 414 1
392 468 8
406 459 8
407 495 5
413 487 9
422 448 1
473 498 8
