300 596
78 190 8
78 294 7
79 90 7
79 92 4
79 247 2
80 205 5
82 104 8
82 126 8
82 160 9
82 165 2
82 194 10
82 239 6
84 123 9
85 122 2
85 226 9
85 277 10
86 241 10
87 94 8
87 109 3
87 158 1
88 274 10
89 185 2
91 229 3
91 237 10
92 103 2
92 163 6
92 210 4
93 207 3
93 220 7
93 296 10
94 111 4
94 197 7
94 273 10
96 173 8
96 202 2
99 225 9
100 251 3
101 141 7
101 283 9
102 258 3
103 279 4
104 139 9
107 216 3
109 270 8
112 120 7
113 249 5
113 254 4
119 228 4
119 272 8
126 144 1
126 285 5
128 299 10
129 291 5
130 150 4
131 170 7
132 250 9
134 299 9
135 159 6
137 150 9
137 156 1
139 169 9
139 176 3
139 257 1
140 147 9
140 275 4
141 201 8
143 178 2
143 182 8
145 198 9
146 159 8
147 155 5
148 269 2
149 252 7
150 244 2
150 274 3
154 246 5
155 261 3
156 184 6
157 269 7
158 176 2
160 212 9
160 230 3
160 278 2
162 260 9
166 271 10
170 233 1
171 179 3
172 178 6
172 209 3
173 276 4
175 239 6
176 208 5
176 264 6
177 186 2
177 257 8
178 200 2
181 224 10
182 197 1
188 247 6
190 218 7
191 195 3
193 213 7
198 284 4
199 236 8
201 211 9
201 228 8
201 263 1
201 272 2
203 223 3
203 235 5
203 282 5
205 206 1
205 230 5
205 297 2
206 215 6
206 285 5
209 215 1
209 221 5
209 268 2
217 240 1
219 287 6
219 290 4
221 226 3
222 259 8
226 242 8
228 295 4
235 292 6
238 256 7
239 289 8
239 293 2
261 262 10
263 273 3
265 276 1
273 293 2
282 296 7
